text,annotation,created_at,user_id,status_id,reply_to_status_id,reply_to_user_id,country,country_code,location,lang,retweet_count,is_retweet,retweet_location,retweet_status_id,reply_count,favorite_count,retweet_favorite_count,inter_rater
"@kezdugdale Hope to hear some of that when you’re having a chat with @GrahamSpiers in August!! 
 #edfringe",not_misogynistic,2019-06-28 09:18:49,83692307,1144535614945189900,1144528151944597500,19934731,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
"@UnburntWitch That is a real familiar sight, except our dog tries to plug the air leak by sticking her tongue in.",not_misogynistic,2019-07-02 02:03:47,784558085809532900,1145875685753405400,1145844208705474600,226346115,NA,NA,Fargo,en,0,0,NA,NA,NA,0,NA,FALSE
@JessicaValenti @MoiraDonegan And to be safe &amp; know other women are safe from him.,not_misogynistic,2019-07-03 18:07:09,1044450884565041200,1146480514540462100,1146455678141247500,4099171,NA,NA,NA,en,0,0,NA,NA,NA,2,NA,FALSE
@ChrisTaylor0183 @theSNP @NicolaSturgeon Might have let them go up the Sandgate. 🏴󠁧󠁢󠁳󠁣󠁴󠁿,not_misogynistic,2019-07-06 19:28:20,1114068966367027200,1147588105941205e3,1147537488250134500,1019578081097519100,NA,NA,The Netherlands,en,0,0,NA,NA,NA,0,NA,FALSE
@JessicaValenti this is incredibly disturbing.,not_misogynistic,2019-07-04 01:14:36,62657212,1146588084479225900,1146249118223884300,4099171,NA,NA,"Tustin, CA USA",en,0,0,NA,NA,NA,3,NA,FALSE
@AgentP22 @NicolaSturgeon The SNP are anti British bigots led by a liar degenerate and serial failure.,not_misogynistic,2019-07-06 07:04:49,1094767450179031e3,1147400993618837500,1147225260028235800,835608547,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@JessicaValenti Lock up all boys, if the judge truly believes that a boy admitting rape.....is not rape. Blaming the girl... what a vile judge... lock him up with the goody rapeboyz!",not_misogynistic,2019-07-03 05:03:58,213530957,1146283416813486100,1146249118223884300,4099171,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@AOC Cow Fart Cotex spends thousands on gas guzzling vehicles to get her from place to place, yet complains about climate change and we only have 12 years, she does nothing to help out our climate, sounds like she's lying about that too.",not_misogynistic,2019-07-06 14:21:01,962409884900778e3,1147510770202304500,1147128726372724700,138203134,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@BBCandrewkerr @NicolaSturgeon Oh, aye right. 😂
#UntRuth Davidson tore him to shreds during the Brexshit debate and gets destroyed by the FM regularly.
The FM has the advantage of course, in that she can string more than three words together without two of them being lies. 
#moggiedelusions

#indyref2",not_misogynistic,2019-07-03 09:59:28,3026872187,1146357781768921100,1146047440803549200,90628610,NA,NA,"Edinburgh, Scotland",en,0,0,NA,NA,NA,2,NA,FALSE
@kezdugdale sorry for your loss.,not_misogynistic,2019-07-03 04:15:57,594426131,1146271332922986500,NA,19934731,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"tomorrow come celebrate + support @ukblackpride ✊🏾🌈 i'll be speaking on a panel with the amazing @Glamrou, @travisalabanza, @leokalyan, @amanithepoet about surviving + thriving as our authentic selves + creatives. 12:45 in the wellness tent. feeling nervous so come through &amp; 😁",not_misogynistic,2019-07-06 08:28:18,513667974,1147422003663650800,NA,NA,NA,NA,local | global,en,6,0,NA,NA,NA,14,NA,FALSE
@UnburntWitch WHY AM I YELLING,not_misogynistic,2019-07-03 03:52:31,18918415,1146265438453559300,1146265332471853e3,18918415,NA,NA,"Seattle, WA",en,0,0,NA,NA,NA,1,NA,FALSE
At number 78 on the #PridePowerList19 we have @kezdugdale. https://t.co/VB0qiek1HN,not_misogynistic,2019-07-06 08:59:00,2900418460,1147429730309877800,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
@GhostCloak4 @Emberrain319 @UnburntWitch Because I don't live in his state. 🤷‍♀️,not_misogynistic,2019-07-01 02:19:45,339919008,1145517316911841300,1145517095112859600,1111801210200191e3,NA,NA,"Pinellas Park, FL",en,0,0,NA,NA,NA,0,NA,FALSE
@glrosario_ @rosedixontx @rhod07334710 @AOC @TheDemocrats @RepAOC This is what the degenerate left thinks of the children.  This was allegedly passed around among the antifa protesters in DC today. https://t.co/noIN2vRV0v,not_misogynistic,2019-07-07 03:27:52,325426278,1147708784837648400,1146535374862344200,19308590,NA,NA,Trapped On Earth,en,0,0,NA,NA,NA,0,NA,FALSE
@JessicaValenti WHAT THE FUCK,not_misogynistic,2019-07-03 12:46:14,260847992,1146399752529072100,1146249118223884300,4099171,NA,NA,"Boston, MA",en,0,0,NA,NA,NA,0,NA,FALSE
"It was legislation within #EU that permitted #indyref Now @NicolaSturgeon has discredited the credibility of referendum what mechanism could she use to establish if there's a requirement for #indyref2
https://t.co/UlhfGP158Q",not_misogynistic,2019-07-06 21:50:50,456323677,1147623970243563500,NA,NA,NA,NA,Edinburgh,en,0,0,NA,NA,NA,0,NA,FALSE
"@AOC I would appreciate a reasonable public campaign finance structure - my email is so full of candidates, representatives, think tanks and social advocacy groups - all asking for donations me.  I give what I can but Problem:  Rich people still have all the $$.",not_misogynistic,2019-07-07 11:56:45,1062813126192558100,1147836850490499100,1147671989383049200,138203134,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@Oooooo_Donna @joshjame @AOC @IlhanMN @AyannaPressley @RashidaTlaib Exactly,not_misogynistic,2019-07-07 00:55:45,15423453,1147670502783275e3,1147670108766134300,58896487,NA,NA,"#BostonBorn, live in Florida",en,0,0,NA,NA,NA,0,NA,FALSE
@GrahamSpiers @mstewart_23 @NicolaSturgeon @RuthDavidsonMSP @kezdugdale @rickyaross @Beathhigh @patrickharvie @johnmcdonnellMP Graham Spiers is Scotland's liberal response to England's Piers Morgan.,not_misogynistic,2019-06-28 11:58:11,1127615031695347700,1144575718669635600,1144559418958340100,213683515,NA,NA,"Airdrie, Scotland",en,0,0,NA,NA,NA,0,NA,FALSE
@faithmel01 @nwfamsp001 @AOC My son's BFF is a BPA. He will tell you these detainees are treated better than our homeless vets! So WHY isn't anyone complaining about THAT?!,not_misogynistic,2019-07-07 09:29:40,884863931331825700,1147799836089040900,1147103790111318e3,1146411469950599200,NA,NA,"Salem, IN",en,0,0,NA,NA,NA,0,NA,FALSE
"@WalterW56895484 @AllisonMorris1 @irish_news What have any of those got to do with SFIRA (who you support) murdering 5 members of his family?

Do you have no respect for the Victims of sectarian violence?

Keep going - you're showing your club in the light we all well know it 👍🏻",not_misogynistic,2019-07-05 11:30:43,1153528710,1147105523994628100,1147103738965962800,1100443943509131300,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@RUOKGail @NicolaSturgeon Oh, jammy!!  Well jel, guys.  Great pics.",not_misogynistic,2019-07-03 18:21:41,564570912,1146484170933375e3,1146483850261991400,2456920613,NA,NA,Scotland,en,0,0,NA,NA,NA,2,NA,FALSE
"@Moonmaster024 @EverydaySexism Spurious and illogical. Read that back to yourself and see if you can catch where you went wrong. Your misogyny is showing, irrespective of your gender identity. https://t.co/QncZUOygfb",not_misogynistic,2019-06-26 19:31:19,1139369874478829600,1143964977218379800,1143874356705185800,2568364483,NA,NA,Immigrant. I have many homes.,en,0,0,NA,NA,NA,0,NA,FALSE
@TheBrandonMorse @AOC She knows she’s lying,not_misogynistic,2019-07-07 00:13:49,259974035,1147659950468030500,1147220028196053e3,31136822,NA,NA,"Arizona, USA",en,0,0,NA,NA,NA,0,NA,FALSE
@UnburntWitch There seems to be a market for any item someone can think of it seems. Even down to wanting someone's bathwater. https://t.co/OYqC43rPZZ,not_misogynistic,2019-07-07 02:18:28,15417111,1147691320762196e3,114768929938867e4,226346115,NA,NA,Oregon,en,0,0,NA,NA,NA,1,NA,FALSE
@Simma_dunn_naw @mamamariaT @RealCandaceO @AOC @SenSanders Thank you so much!  Very kind of you to say.,not_misogynistic,2019-07-06 18:06:21,3674807601,1147567473333608400,1147558548039032800,1345941733,NA,NA,"Pennsylvania, USA",en,0,0,NA,NA,NA,0,NA,FALSE
@fka_j @NaamantBrown @ukblackpride @Glamrou @travisalabanza @leokalyan @plantain_papers excited for this!! 🌸,not_misogynistic,2019-07-02 18:56:58,956529216,1146130662350643200,1146084417582092300,1012737760334176300,NA,NA,United Kingdom,en,0,0,NA,NA,NA,1,NA,FALSE
"@MarrowOchi @UnburntWitch I'm also not in the far right. Not even the right. I'm in the middle, leaning ever so slightly to the left. I just don't agree with most of what they do. Too much petty complaining going on. Especially from my ppl. Just wanna get that out there.",not_misogynistic,2019-07-01 01:37:41,18572165,1145506730647924700,1145504564331896800,339919008,NA,NA,Philly / DE / London / ATL,en,0,0,NA,NA,NA,0,NA,FALSE
"I haven't ever complained about #pokisquad stream sniping me lol

I have only spoken about the type of @UnburntWitch #gamergate harassment and DPR type or threats made on my life because y'all support @pokimanelol 

I even changed my lag on my @TeamYouTube to help you snipe me🤣",not_misogynistic,2019-07-01 19:25:09,909450656,1145775368256675800,NA,NA,NA,NA,permabanned🏴‍☠️,en,0,0,NA,NA,NA,0,NA,FALSE
@PGUK @MrDuncanJames @travisalabanza I don’t support corporate pride but I DO support Travis!! so grateful for their existence and their work 😊,not_misogynistic,2019-06-26 10:58:09,2147497350,1143835837714636800,1143806105505501200,94062558,NA,NA,"Plymouth, England",en,0,0,NA,NA,NA,0,NA,FALSE
@KSahn2013 @johniadarola @AOC He's agreeing with her by mocking Pelosi!,not_misogynistic,2019-07-07 01:26:10,179675469,1147678157002170400,1147675301826183200,1049666099053236200,NA,NA,"San Francisco, CA",en,0,0,NA,NA,NA,0,NA,FALSE
My @bbcpodlitical pals getting the news line from @kezdugdale 👇Looking forward to having lots of other guests on after recess https://t.co/yB4nrkVIvB,not_misogynistic,2019-06-27 20:47:51,475605084,1144346626607198200,NA,NA,NA,NA,"Scotland, United Kingdom",en,2,0,NA,NA,NA,17,NA,FALSE
"@shady_inf0 @UnlockDemocracy @AlexRunswick Yes exactly. For well funded organisations even large fines are absorbable I fear. Maybe we need to think more radically, like limited re-runs of results (which would give voters a chance to say what they thought of the infraction) or party proscription for very serious offenses.",not_misogynistic,2019-07-05 08:31:44,1024621197072519200,1147060482106363900,1147056693563592700,1943986015,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
@spookperson @UnburntWitch https://t.co/ChgRgPCmyo,not_misogynistic,2019-07-03 04:11:01,423700317,1146270092906442800,1146269387902656500,369219105,NA,NA,"New York, NY",und,0,0,NA,NA,NA,0,NA,FALSE
"@UnburntWitch @gewalker No you mean,"" I'm saying im delaying it because i dont actually have any intention of actually doing what i said i was going to do.""",not_misogynistic,2019-07-01 18:15:19,1383098792,1145757790738231300,1145425670488461300,226346115,NA,NA,"Alabama, USA",en,0,0,NA,NA,NA,1,NA,FALSE
@elbfrankland @KrishnaIstha @morganmpage @RoundhouseLDN @mzzkimberley @travisalabanza @del I'll just write and direct the episodes.,not_misogynistic,2019-06-30 12:39:22,1217511,1145310859675263e3,1145263266161184800,381753256,NA,NA,Planet Earth,en,0,0,NA,NA,NA,1,NA,FALSE
@AngelGotti5 @AOC Someone should tell her never piss off an Italian. Or mess with the bull or you will get the horns. @AOC has a lot to learn and school has just started. And l agree with you @AngelGotti5  100%  do not play with @SpeakerPelosi . as she wins. 🇺🇸 1st,not_misogynistic,2019-07-07 11:40:04,214419495,1147832652566859800,1147700016418566100,2255537071,NA,NA,Someplace in South Florida,en,0,0,NA,NA,NA,0,NA,FALSE
@natibubble @kezdugdale @UKLabour Keep up the good work 👍,not_misogynistic,2019-06-27 07:51:27,2844107699,1144151240777056300,1144134964314869800,2296565936,NA,NA,Scotland,en,0,0,NA,NA,NA,0,NA,FALSE
@magazinejunky @EverydaySexism Yes of course. Harm to a person should ALWAYS be considered more important than damage to an inanimate object. Why the *holy hell* would you think otherwise?,not_misogynistic,2019-07-02 17:31:06,384452664,1146109051811618800,1146080963086159900,4652735714,NA,NA,UK South Northwest ish,en,0,0,NA,NA,NA,0,NA,FALSE
@UnburntWitch The first one was pretty meh but this one had me worried for a sec,not_misogynistic,2019-07-06 03:35:39,341651293,114734835677295e4,1147345386131951600,226346115,NA,NA,"Los Angeles, CA",en,0,0,NA,NA,NA,0,NA,FALSE
@NicolaSturgeon @Wimbledon Rockin` 😎,not_misogynistic,2019-07-06 18:27:39,1265671538,1147572835298271200,1147567113877557200,160952087,NA,NA,Edinburgh,en,0,0,NA,NA,NA,2,NA,FALSE
"Q for @kezdugdale - end of term, end of parly stint. Is it Monopoly or Cluedo tomorrow? 
(or beach ice creams?) https://t.co/OwErT6SeVQ",not_misogynistic,2019-06-27 19:46:59,285560061,1144331311508799500,NA,NA,NA,NA,"Portobello, Edinburgh",en,0,0,NA,NA,NA,0,NA,FALSE
"@UnburntWitch Huh. You and I are on two opposite ends of pretty much everything, but I like my 3DO, too.",not_misogynistic,2019-07-01 20:37:50,15352158,1145793657800482800,1144828157255536600,226346115,NA,NA,The blood red state of Texas,en,0,0,NA,NA,NA,0,NA,FALSE
@JessicaValenti This just made me physically ill.,not_misogynistic,2019-07-03 12:09:27,880464549907976200,1146390495972778e3,1146249118223884300,4099171,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@daffy5dugs @Janela_X @MhairiHunter @Ips_cali @BBCPhilipSim @theSNP @NicolaSturgeon But you don't see that person as doing anything wrong because he supports your thinking....ideology so that's OK then eh🤔🤔🤔🤔,not_misogynistic,2019-07-06 09:37:59,2857046853,1147439540321361900,1147434534511751200,316722070,NA,NA,"Glasgow, Scotland",en,0,0,NA,NA,NA,0,NA,FALSE
"@KTMSays @RichTD5 @DanielRobinso44 @stephenfry @EverydaySexism You were the one disagreeing with the petition, as much as I agree with you, if someone needs to do something among both of you, it's you.",not_misogynistic,2019-07-03 10:04:54,784872589277691900,1146359149787263e3,1146149947856867300,182089950,NA,NA,France,en,0,0,NA,NA,NA,0,NA,FALSE
@Liz_Wheeler @AOC I thought political figures can’t block anyone.,not_misogynistic,2019-07-06 21:17:47,1125885910472712200,1147615650254348300,1147292766008795100,264361128,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@wetwipes1 @RichTD5 @stephenfry @EverydaySexism You ask for citations, I provided them, you pointed out that different countries might have different statistics, so therefore you...win?",not_misogynistic,2019-07-03 16:22:10,182089950,1146454091650011100,1146453124896436200,932704012750770200,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@UnburntWitch The intro to gambling anime made it seem like there would be way more lesbians than there were. u_u,not_misogynistic,2019-07-03 00:06:24,3273095312,1146208533743931400,1146194478887133200,226346115,NA,NA,Seattle,en,0,0,NA,NA,NA,4,NA,FALSE
@TexT26er @randibarry @JessicaValenti Well he should be sued by this young woman and her family in a civil suit.... like yesterday! https://t.co/fIsECp018f,not_misogynistic,2019-07-04 01:57:53,1.0674734293838479e+18,1146598977137233900,1146573049287888900,42957367,NA,NA,America,en,0,0,NA,NA,NA,2,NA,FALSE
"@AOC You are so out of touch with reality it’s actually staggering, people wouldn’t be dying trying to illegally cross our border if the dems weren’t incentivizing it all day long with free healthcare for all and talks of decriminalizing border crossing. This needs to be fixed!!",not_misogynistic,2019-07-07 14:04:35,353423597,1147869020412137500,1147675528989696e3,138203134,NA,NA,"Watertown, CT",en,0,0,NA,NA,NA,0,NA,FALSE
@KieranPAndrews @kezdugdale @jeremycorbyn @theSNP Its that would or could ?Big difference .,not_misogynistic,2019-06-27 16:05:36,1109606829510836200,1144275595146211300,1144274790024433700,271413079,NA,NA,Scotland,en,0,0,NA,NA,NA,0,NA,FALSE
"@lewdog73 @JessicaValenti @deeblock847 Ain't that the whole truth, and nothing but the truth. 
I wonder if he had the same lawyers as Brock Turner. https://t.co/eJS3OlpM4n",not_misogynistic,2019-07-04 05:40:47,190071725,1146655073000415200,1146611969966911500,274729799,NA,NA,Living & Thriving Abundantly,en,0,0,NA,NA,NA,4,NA,FALSE
@UnburntWitch As if I needed more reason to be a fan of yours.  Speaking to my heart here.,not_misogynistic,2019-07-06 01:49:58,53876346,1147321760242470900,1147257601287057400,226346115,NA,NA,A division of Bell Media,en,0,0,NA,NA,NA,0,NA,FALSE
@JessicaValenti This brings rage inducing levels of disgust,not_misogynistic,2019-07-03 03:01:45,63854584,1146252660011458600,1146249118223884300,4099171,NA,NA,"Seattle, WA",en,0,0,NA,NA,NA,0,NA,FALSE
@Steve_Mac112 @NicolaSturgeon Scottish and proud ?? Aye right mate 😂,not_misogynistic,2019-07-03 20:32:37,1093513235695894500,1146517119812755500,1146132732659097600,294547240,NA,NA,"Tayport, Scotland",en,0,0,NA,NA,NA,0,NA,FALSE
Super chuffed @thelilyhyde and I are mentioned as an @edfringe FEMINIST SHOW TO WATCH by @BechdelTheatre! Can't wait to catch ALL THE THINGS by @Katie_Greenall @Rachaelraymck @lolwordcomedy @sophiedukebox @AlgorithmsPlay @focitupcomedy @travisalabanza @BurntLemonTC etc 😍😍😍 https://t.co/DziZsI7308,not_misogynistic,2019-07-03 12:17:42,3297636334,1146392570949513200,NA,NA,NA,NA,London / Kent,en,4,0,NA,NA,NA,20,NA,FALSE
@Phoenix45Blog @kezdugdale @UKLabour https://t.co/82lUukRnQI,not_misogynistic,2019-06-26 21:41:23,2296565936,1143997712305668100,1143978667070152700,2844107699,NA,NA,NA,und,0,0,NA,NA,NA,0,NA,FALSE
"@cindershad0w @wraithwrites @UnburntWitch See you keep assigning motive to actions to try to make yourself seem correct.
“People were out to cause harm and mayhem”
No.
You said that.
Fact is Anti-fa were there to oppose Nazis.

Says a lot about you that you consider Anti-fa a bigger problem than the Nazis.",not_misogynistic,2019-07-01 15:33:37,437650503,1145717097722458100,1145710538057379800,1791365460,NA,NA,"Belfast, Northern Ireland",en,0,0,NA,NA,NA,0,NA,FALSE
"@AOC I agree with Cortez help the children this tyrant has on cages  we need to impeach him now 
congress has no power there weak they have let Trump walk all over them I'm ashamed to be a Dem.",not_misogynistic,2019-07-07 02:59:52,548927577,1147701737144369200,1144325518201905200,138203134,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@JaneyGodley @devonlass @NicolaSturgeon #PiersMorgan,not_misogynistic,2019-07-07 06:51:30,1042726660569751600,1147760029703036900,1145048569784799200,13748562,NA,NA,On me fone - stewpid!,und,0,0,NA,NA,NA,0,NA,FALSE
"@angeleyes_1980 @AckMack80 @john_drybey @Pink @NicolaSturgeon It's possibly a reaction to the rise of Scottish nationalism. ""Why take their money when they don't want to be in the UK?""",not_misogynistic,2019-07-05 09:09:37,3186976305,1147070013406404600,1147069248965136400,73339444,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@GlasgowMake @shazza_louise96 @NicolaSturgeon re-establish trust? with who? People that already hate trans women? Good, if you're delighted LEAVE HER ALONE PLEASE. 

Thank you.",not_misogynistic,2019-07-05 22:15:53,1109574636914831400,1.1472678840219279e+18,1147267562603974700,1130934887475765200,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
@UnburntWitch You're no different than Trump in your attitudes toward journalists.,not_misogynistic,2019-07-01 20:56:51,1083923057922629600,1145798441441755100,1145182975702663200,226346115,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@MelForRI @AOC @EverydaySexism There's nothing to like about that tweet. Scott MacKay should tell us why he liked it.,not_misogynistic,2019-07-01 18:03:43,20390917,1145754873440473100,1145733537619939300,958028592532873200,NA,NA,"Providence, RI",en,0,0,NA,NA,NA,3,NA,FALSE
"For example, ""How you ain't gon fuck?! Bitch I'm me!"" is certainly my favorite opening lines from Ludacris.",not_misogynistic,2019-06-30 07:52:23,369214039,1145238636222459900,1145238634829963300,369214039,NA,NA,Deutschland.,en,0,0,NA,NA,NA,0,NA,FALSE
"...she understan- FUCKING WHORE! alexa volume 12- volUME 69 ALEXA! aleXA PLAY MUSI- no that won’t work, alexa you SLUT PLAY ME DAVE MATH- ALEXA”",misogynistic,2019-07-01 02:08:32,1033489146151686100,1145514492484304900,1145514423030812700,1033489146151686100,NA,NA,uncultured baby,en,0,0,NA,NA,NA,0,NA,FALSE
"#SaveDaughters_SaveWorld
Saint Ram Rahim Ji Insaa 
With an aim to counter the female feticide nd gender based discrimination of girls, Guruji has adopted the girls who were to be killed in fetus or were abandoned by parents as his own foster daughters. https://t.co/6PaNgVM2nU",not_misogynistic,2019-06-28 16:34:34,1129626303546646500,1144645272930156500,NA,NA,NA,NA,Jhajjar,en,0,0,NA,NA,NA,0,NA,FALSE
"@hussyknee @mrbenjaminlaw Yes they do! For many years I identified as a ""dyke"" but wasn't comfortable identifying as a ""lesbian"" because of complex gender stuff. Just the other day I was wearing a button that said ""PUNK FAG"" next to the one that said ""this is what a feminist looks like"".",not_misogynistic,2019-07-02 08:37:59,707109834085105700,1145974888030593e3,1145618357174931500,1008624603931918300,NA,NA,"Wadawurrung country (Ballarat, Victoria, Australia)",en,0,0,NA,NA,NA,0,NA,FALSE
I keep a strap on me like im a dyke,misogynistic,2019-07-02 03:57:19,493655356,1145904258799288300,NA,NA,NA,NA,"Dallas, TX",en,0,0,NA,NA,NA,1,NA,FALSE
@elsveel SOLO JE VOIS CES BITCH SOLO JE VOIS CES BITCH OUNGA GROS BAILS,not_misogynistic,2019-06-29 11:43:18,1099687846095581200,1144934361713774600,1144934069815468e3,3039655407,NA,NA,NA,fr,0,0,NA,NA,NA,0,NA,FALSE
@iAmNotA_Dyke The Lakers really waiting on Kiwi and letting everyone else sign 😪,not_misogynistic,2019-07-01 03:39:20,2424729578,1145537343287431200,1145537178539319300,312834044,NA,NA,"San Antonio, TX",en,0,0,NA,NA,NA,0,NA,FALSE
CYCLISTS HAVE THE RIGHT TO NOT BE KILLED. BUILD THE FUCKING INFRASTRUCTURE. https://t.co/cVtl20THCu,not_misogynistic,2019-07-02 04:24:03,17352065,1145910984990609400,NA,NA,NA,NA,"West Coast, Canada",en,0,0,NA,NA,NA,0,NA,FALSE
@real_mactonight It’s a dirty secret in the gay community.,not_misogynistic,2019-06-29 16:57:41,903489188653277200,1145013479209934800,1145012445100040200,1007047886633250800,NA,NA,United States,en,0,0,NA,NA,NA,1,NA,FALSE
Childish? Dirty? Pathetic? BITCH U WAS WITH THE NIGGA.. so what that make u.. https://t.co/Ij7A9auV86,not_misogynistic,2019-07-02 15:44:26,89129959,1146082209771728900,NA,NA,NA,NA,"Las Vegas, NV",en,0,0,NA,NA,NA,0,NA,FALSE
he called me a whore while looking like that https://t.co/oQKmB5q9CK,not_misogynistic,2019-06-30 21:21:35,999810644470792200,1145442280007983100,NA,NA,NA,NA,fancy whores,en,0,0,NA,NA,NA,6,NA,FALSE
@godlyxeli you’re: that bitch,misogynistic,2019-07-01 00:27:00,1048316146720657400,1145488943355519e3,1145487211342762e3,2222318033,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
But his daughter a big dyke tho https://t.co/ahlEOE0JcG,misogynistic,2019-07-01 01:13:50,57195876,1145500725784600600,NA,NA,NA,NA,NA,en,2,0,NA,NA,NA,0,NA,FALSE
Bitch. What the fuck. Bitch. Bitch. Woah. Uh. Hmm. What? Bitch. Aye. Eeekkk. Oy. Lick. Ow. Mmm. Oop. Bitch. Ahh. Haha. Bitch.,misogynistic,2019-06-27 06:22:19,718286428355080200,1144128808162754600,NA,NA,NA,NA,snap:liamjones585,en,0,0,NA,NA,NA,3,NA,FALSE
"as tears started to flow down her cheeks, She knew she was most likely going to be killed for sending him off, but being born with his power level of 26,000 was the main reason he was going to be killed. She felt regretful, but she smiled, placing her hand on the glass",not_misogynistic,2019-06-30 02:10:08,1045864257798242300,1145152508580499500,1145152365013717e3,1045864257798242300,NA,NA,NA,en,1,0,NA,NA,NA,1,NA,FALSE
LMAO I just found out too that the screenshots they posted on their story abt ppl hating on them and etc was ACTUALLY THEM because they dmed me on the acc since I blocked their main omfg I knew this bitch was shady 💀💀,not_misogynistic,2019-06-30 04:09:56,952905434683396100,1145182657388486700,1145171792702480400,952905434683396100,NA,NA,purgatory | fanacc,en,0,0,NA,NA,NA,0,NA,FALSE
Ima whore for pizza rolls🤤,not_misogynistic,2019-06-29 16:49:00,381735093,1145011296351522800,NA,NA,NA,NA,SS3,en,0,0,NA,NA,NA,0,NA,FALSE
i am now broke skank,not_misogynistic,2019-07-02 14:51:07,1942352564,1.1460687922100879e+18,1146067895056838700,1942352564,NA,NA,chicago,en,0,0,NA,NA,NA,3,NA,FALSE
i literally cannot wait until this fucking bitch moves out im tired of her bullshit and starting shit where there is literally fucking nothing,not_misogynistic,2019-06-30 22:15:48,879146232383365100,1145455923286007800,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"the sheer state this bitch is in, is comical. put her out of her misery already.",misogynistic,2019-06-28 22:05:13,1137718026604884e3,1144728483790237700,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
"@Zenmindmaster @TylerNCreed Yang is one of the 7 candidates who will make the third and fourth debate stage, he isn’t fringe, he’s going to be competing for the rest of the year. The mic shut off is a dirty move. has had the most growth in  google searches, followers since the debates.",not_misogynistic,2019-07-01 14:03:01,250384119,114569429751953e4,1145438305430847500,188066129,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
I’ve said it multiple times u fucking whore https://t.co/Y2LiSfYckl,misogynistic,2019-06-29 05:17:07,1067924716483158e3,1144837175625822200,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,3,NA,FALSE
"Me: sup slut
Nigga: wyd hoe
Me: ya mama🥴
*proceeds to send my website to it*",misogynistic,2019-06-26 00:38:44,1090975388027756500,1143679956901253100,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,0,NA,FALSE
@ffanfanchuu but her sister was on her account??? i just wanted to know if it was her or her sister what the fuck bitch blocked me and now i’ll never know the truth,not_misogynistic,2019-06-29 21:32:25,1122385944407986200,1145082617168928800,1145082463820996600,985678782622306300,NA,NA,attic • +9 • fl/ooc,en,0,0,NA,NA,NA,0,NA,FALSE
i'll make sure you let everyone hear how good mommy's making you feel. show them what a good whore you can be for mommy.,misogynistic,2019-06-29 22:33:37,1029432051194318800,1.1450980186492559e+18,1145098016354906100,1029432051194318800,NA,NA,°16 | °they/them,en,0,0,NA,NA,NA,1,NA,FALSE
@5tarcha53r_2323 Chance of camel toe: 6/2,misogynistic,2019-06-29 23:43:12,983303773413171200,1145115532313669600,1145039279313346600,2840381667,NA,NA,"North West, England",en,0,0,NA,NA,NA,0,NA,FALSE
this bitch really came home dropped his dog off so i could watch him and he could leave again im so what the fuck,not_misogynistic,2019-06-29 17:22:56,1099101569570783200,1145019835144921100,NA,NA,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
"i love knowing which cardinal direction various shit is. i love telling people ""its a few blocks east from here."" im oriented as fuck bitch",not_misogynistic,2019-06-30 17:06:31,749680754750283800,1145378088760614900,NA,NA,NA,NA,北京,en,1,0,NA,NA,NA,35,NA,FALSE
"@AOC AOC: there is no problem, it’s made up.
AOC: Ok there is a problem
AOC: I’m voting “no” on humanitarian aid.
AOC: Ok I guess they need stuff, but this one lady was called a whore. 
AOC: it’s really not about aid, it’s about name calling and psychological warfare.",not_misogynistic,2019-07-01 23:21:17,878677464901443600,1145834789678792700,1145766311794040800,138203134,NA,NA,"Dallas, TX",en,0,0,NA,NA,NA,0,NA,FALSE
"@AwkwardGothma Stank not Skank! I'm a respectable man, honest!",not_misogynistic,2019-06-29 02:32:45,1107399897458884600,1144795811454304300,1144795095536848900,1073329168153231400,NA,NA,NA,en,0,0,NA,NA,NA,1,NA,FALSE
@dog666luver my dyke era offically over!,not_misogynistic,2019-07-01 01:31:41,998074867693113300,1145505219146473500,1145505037877174300,2990861259,NA,NA,NA,en,1,0,NA,NA,NA,3,NA,FALSE
